"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"07/18/2022 05:35:00","HUD VL",61758,67.42,5.17,-1.45
"07/18/2022 05:35:00","LONGIL",61762,108.27,7.48,-39.99
"07/18/2022 05:35:00","MHK VL",61756,63.11,2.31,0.00
"07/18/2022 05:35:00","MILLWD",61759,68.43,5.78,-1.85
"07/18/2022 05:35:00","N.Y.C.",61761,69.38,6.69,-1.89
"07/18/2022 05:35:00","NORTH",61755,58.49,-2.31,0.00
"07/18/2022 05:35:00","NPX",61845,47.20,3.95,17.55
"07/18/2022 05:35:00","O H",61846,60.01,-0.79,0.00
"07/18/2022 05:35:00","PJM",61847,56.59,3.10,7.31
"07/18/2022 05:35:00","WEST",61752,61.17,0.37,0.00
"07/18/2022 05:40:00","CAPITL",61757,68.54,5.50,2.44
"07/18/2022 05:40:00","CENTRL",61754,66.46,0.98,0.00
"07/18/2022 05:40:00","DUNWOD",61760,74.41,6.48,-2.45
"07/18/2022 05:40:00","GENESE",61753,65.94,0.46,0.00
"07/18/2022 05:40:00","H Q",61844,55.20,-1.96,8.31
"07/18/2022 05:40:00","HUD VL",61758,72.85,5.50,-1.88
"07/18/2022 05:40:00","LONGIL",61762,108.33,7.99,-34.86
"07/18/2022 05:40:00","MHK VL",61756,67.90,2.42,0.00
"07/18/2022 05:40:00","MILLWD",61759,74.03,6.15,-2.40
"07/18/2022 05:40:00","N.Y.C.",61761,75.07,7.14,-2.45
"07/18/2022 05:40:00","NORTH",61755,63.06,-2.42,0.00
"07/18/2022 05:40:00","NPX",61845,49.45,4.25,20.28
"07/18/2022 05:40:00","O H",61846,64.30,-1.18,0.00
"07/18/2022 05:40:00","PJM",61847,61.54,3.08,7.01
"07/18/2022 05:40:00","WEST",61752,65.54,0.07,0.00
"07/18/2022 05:45:00","CAPITL",61757,71.33,4.66,-11.26
"07/18/2022 05:45:00","CENTRL",61754,56.76,0.83,-0.52
"07/18/2022 05:45:00","DUNWOD",61760,66.74,5.54,-5.78
"07/18/2022 05:45:00","GENESE",61753,56.03,0.61,0.00
"07/18/2022 05:45:00","H Q",61844,45.44,-1.66,8.31
"07/18/2022 05:45:00","HUD VL",61758,65.52,4.71,-5.39
"07/18/2022 05:45:00","LONGIL",61762,108.20,6.81,-45.97
"07/18/2022 05:45:00","MHK VL",61756,57.47,2.05,0.00
"07/18/2022 05:45:00","MILLWD",61759,66.45,5.27,-5.77
"07/18/2022 05:45:00","N.Y.C.",61761,67.24,6.04,-5.79
"07/18/2022 05:45:00","NORTH",61755,52.52,-2.05,0.85
"07/18/2022 05:45:00","NPX",61845,49.85,3.66,9.22
"07/18/2022 05:45:00","O H",61846,55.28,-0.66,-0.53
"07/18/2022 05:45:00","PJM",61847,53.20,2.71,4.93
"07/18/2022 05:45:00","WEST",61752,56.28,0.28,-0.58
"07/18/2022 05:50:00","CAPITL",61757,68.63,5.50,2.36
"07/18/2022 05:50:00","CENTRL",61754,66.73,1.24,0.00
"07/18/2022 05:50:00","DUNWOD",61760,74.20,6.35,-2.36
"07/18/2022 05:50:00","GENESE",61753,66.14,0.65,0.00
"07/18/2022 05:50:00","H Q",61844,63.52,-1.96,0.00
"07/18/2022 05:50:00","HUD VL",61758,72.67,5.37,-1.81
"07/18/2022 05:50:00","LONGIL",61762,108.32,7.85,-34.98
"07/18/2022 05:50:00","MHK VL",61756,67.91,2.42,0.00
"07/18/2022 05:50:00","MILLWD",61759,73.76,5.96,-2.32
"07/18/2022 05:50:00","N.Y.C.",61761,74.73,6.87,-2.37
"07/18/2022 05:50:00","NORTH",61755,63.06,-2.42,0.00
"07/18/2022 05:50:00","NPX",61845,58.18,4.25,11.56
"07/18/2022 05:50:00","O H",61846,64.57,-0.92,0.00
"07/18/2022 05:50:00","PJM",61847,69.95,3.21,-1.25
"07/18/2022 05:50:00","WEST",61752,65.88,0.40,0.00
"07/18/2022 05:55:00","CAPITL",61757,75.49,6.03,3.22
"07/18/2022 05:55:00","CENTRL",61754,74.20,1.53,0.00
"07/18/2022 05:55:00","DUNWOD",61760,82.88,6.98,-3.22
"07/18/2022 05:55:00","GENESE",61753,73.62,0.94,0.00
"07/18/2022 05:55:00","H Q",61844,70.42,-2.25,0.00
"07/18/2022 05:55:00","HUD VL",61758,81.11,5.96,-2.47
"07/18/2022 05:55:00","LONGIL",61762,100.35,8.64,-19.03
"07/18/2022 05:55:00","MHK VL",61756,75.44,2.76,0.00
"07/18/2022 05:55:00","MILLWD",61759,82.45,6.61,-3.16
"07/18/2022 05:55:00","N.Y.C.",61761,83.53,7.63,-3.23
"07/18/2022 05:55:00","NORTH",61755,69.99,-2.69,0.00
"07/18/2022 05:55:00","NPX",61845,61.50,4.58,15.76
"07/18/2022 05:55:00","O H",61846,71.88,-0.80,0.00
"07/18/2022 05:55:00","PJM",61847,78.09,3.70,-1.71
"07/18/2022 05:55:00","WEST",61752,73.40,0.73,0.00
"07/18/2022 06:00:00","CAPITL",61757,52.70,4.07,0.41
"07/18/2022 06:00:00","CENTRL",61754,49.97,0.93,0.00
"07/18/2022 06:00:00","DUNWOD",61760,54.55,5.10,-0.41
"07/18/2022 06:00:00","GENESE",61753,49.58,0.54,0.00
"07/18/2022 06:00:00","H Q",61844,47.57,-1.47,0.00
"07/18/2022 06:00:00","HUD VL",61758,53.62,4.26,-0.32
"07/18/2022 06:00:00","LONGIL",61762,100.33,6.23,-45.06
"07/18/2022 06:00:00","MHK VL",61756,50.90,1.86,0.00
"07/18/2022 06:00:00","MILLWD",61759,54.25,4.81,-0.40
"07/18/2022 06:00:00","N.Y.C.",61761,55.14,5.69,-0.42
"07/18/2022 06:00:00","NORTH",61755,47.23,-1.81,0.00
"07/18/2022 06:00:00","NPX",61845,50.26,3.24,2.02
"07/18/2022 06:00:00","O H",61846,48.31,-0.73,0.00
"07/18/2022 06:00:00","PJM",61847,51.86,2.60,-0.22
"07/18/2022 06:00:00","WEST",61752,49.34,0.30,0.00
"07/18/2022 06:05:00","CAPITL",61757,56.10,4.41,0.85
"07/18/2022 06:05:00","CENTRL",61754,53.32,0.79,0.00
"07/18/2022 06:05:00","DUNWOD",61760,58.94,5.57,-0.85
"07/18/2022 06:05:00","GENESE",61753,52.69,0.16,0.00
"07/18/2022 06:05:00","H Q",61844,51.00,-1.53,0.00
"07/18/2022 06:05:00","HUD VL",61758,57.85,4.67,-0.65
"07/18/2022 06:05:00","LONGIL",61762,108.17,6.78,-48.86
"07/18/2022 06:05:00","MHK VL",61756,54.52,2.00,0.00
"07/18/2022 06:05:00","MILLWD",61759,58.61,5.25,-0.83
"07/18/2022 06:05:00","N.Y.C.",61761,59.57,6.20,-0.85
"07/18/2022 06:05:00","NORTH",61755,50.69,-1.84,0.00
"07/18/2022 06:05:00","NPX",61845,51.91,3.52,4.14
"07/18/2022 06:05:00","O H",61846,51.11,-1.42,0.00
"07/18/2022 06:05:00","PJM",61847,55.55,2.57,-0.45
"07/18/2022 06:05:00","WEST",61752,52.11,-0.42,0.00
"07/18/2022 06:10:00","CAPITL",61757,57.11,4.54,0.91
"07/18/2022 06:10:00","CENTRL",61754,54.65,1.18,0.00
"07/18/2022 06:10:00","DUNWOD",61760,60.05,5.67,-0.91
"07/18/2022 06:10:00","GENESE",61753,53.75,0.27,0.00
"07/18/2022 06:10:00","H Q",61844,51.87,-1.60,0.00
"07/18/2022 06:10:00","HUD VL",61758,58.93,4.76,-0.69
"07/18/2022 06:10:00","LONGIL",61762,108.23,6.79,-47.96
"07/18/2022 06:10:00","MHK VL",61756,55.67,2.19,0.00
"07/18/2022 06:10:00","MILLWD",61759,59.61,5.24,-0.89
"07/18/2022 06:10:00","N.Y.C.",61761,60.53,6.15,-0.91
"07/18/2022 06:10:00","NORTH",61755,51.60,-1.87,0.00
"07/18/2022 06:10:00","NPX",61845,52.51,3.47,4.44
"07/18/2022 06:10:00","O H",61846,52.09,-1.39,0.00
"07/18/2022 06:10:00","PJM",61847,56.79,2.83,-0.48
"07/18/2022 06:10:00","WEST",61752,53.37,-0.11,0.00
"07/18/2022 06:15:00","CAPITL",61757,74.41,4.84,-13.26
"07/18/2022 06:15:00","CENTRL",61754,58.03,1.13,-0.60
"07/18/2022 06:15:00","DUNWOD",61760,68.74,5.97,-6.47
"07/18/2022 06:15:00","GENESE",61753,56.47,0.17,0.00
"07/18/2022 06:15:00","H Q",61844,54.67,-1.63,0.00
"07/18/2022 06:15:00","HUD VL",61758,67.38,5.01,-6.07
"07/18/2022 06:15:00","LONGIL",61762,220.99,7.09,-157.59
"07/18/2022 06:15:00","MHK VL",61756,58.61,2.31,0.00
"07/18/2022 06:15:00","MILLWD",61759,68.29,5.52,-6.46
"07/18/2022 06:15:00","N.Y.C.",61761,69.25,6.47,-6.47
"07/18/2022 06:15:00","NORTH",61755,53.41,-1.91,0.98
"07/18/2022 06:15:00","NPX",61845,60.03,3.72,-0.01
"07/18/2022 06:15:00","O H",61846,55.34,-1.58,-0.61
"07/18/2022 06:15:00","PJM",61847,62.96,2.87,-3.79
"07/18/2022 06:15:00","WEST",61752,56.70,-0.28,-0.67
"07/18/2022 06:20:00","CAPITL",61757,67.67,5.36,0.02
"07/18/2022 06:20:00","CENTRL",61754,63.64,1.31,0.00
"07/18/2022 06:20:00","DUNWOD",61760,68.83,6.48,-0.02
"07/18/2022 06:20:00","GENESE",61753,62.70,0.38,0.00
"07/18/2022 06:20:00","H Q",61844,60.46,-1.87,0.00
"07/18/2022 06:20:00","HUD VL",61758,67.76,5.42,-0.01
"07/18/2022 06:20:00","LONGIL",61762,114.22,7.73,-44.16
"07/18/2022 06:20:00","MHK VL",61756,64.95,2.62,0.00
"07/18/2022 06:20:00","MILLWD",61759,68.39,6.04,-0.02
"07/18/2022 06:20:00","N.Y.C.",61761,69.45,7.10,-0.02
"07/18/2022 06:20:00","NORTH",61755,60.21,-2.12,0.00
"07/18/2022 06:20:00","NPX",61845,66.28,4.05,0.09
"07/18/2022 06:20:00","O H",61846,60.77,-1.56,0.00
"07/18/2022 06:20:00","PJM",61847,65.52,3.18,-0.01
"07/18/2022 06:20:00","WEST",61752,62.20,-0.12,0.00
"07/18/2022 06:25:00","CAPITL",61757,71.96,5.40,-4.46
"07/18/2022 06:25:00","CENTRL",61754,63.53,1.24,-0.19
"07/18/2022 06:25:00","DUNWOD",61760,70.30,6.46,-1.74
"07/18/2022 06:25:00","GENESE",61753,62.23,0.12,0.00
"07/18/2022 06:25:00","H Q",61844,60.30,-1.80,0.00
"07/18/2022 06:25:00","HUD VL",61758,69.19,5.40,-1.68
"07/18/2022 06:25:00","LONGIL",61762,110.06,7.70,-40.26
"07/18/2022 06:25:00","MHK VL",61756,64.71,2.61,0.00
"07/18/2022 06:25:00","MILLWD",61759,69.87,6.02,-1.74
"07/18/2022 06:25:00","N.Y.C.",61761,70.86,7.02,-1.74
"07/18/2022 06:25:00","NORTH",61755,59.75,-2.05,0.31
"07/18/2022 06:25:00","NPX",61845,67.65,4.10,-1.45
"07/18/2022 06:25:00","O H",61846,60.37,-1.93,-0.19
"07/18/2022 06:25:00","PJM",61847,66.18,3.04,-1.03
"07/18/2022 06:25:00","WEST",61752,61.76,-0.56,-0.21
"07/18/2022 06:30:00","CAPITL",61757,68.88,5.64,2.37
"07/18/2022 06:30:00","CENTRL",61754,66.99,1.38,0.00
"07/18/2022 06:30:00","DUNWOD",61760,74.73,6.76,-2.36
"07/18/2022 06:30:00","GENESE",61753,66.13,0.52,0.00
"07/18/2022 06:30:00","H Q",61844,63.64,-1.97,0.00
"07/18/2022 06:30:00","HUD VL",61758,73.11,5.70,-1.80
"07/18/2022 06:30:00","LONGIL",61762,110.11,8.07,-36.44
"07/18/2022 06:30:00","MHK VL",61756,68.42,2.82,0.00
"07/18/2022 06:30:00","MILLWD",61759,74.22,6.30,-2.31
"07/18/2022 06:30:00","N.Y.C.",61761,75.32,7.35,-2.36
"07/18/2022 06:30:00","NORTH",61755,63.44,-2.16,0.00
"07/18/2022 06:30:00","NPX",61845,58.26,4.20,11.55
"07/18/2022 06:30:00","O H",61846,64.16,-1.44,0.00
"07/18/2022 06:30:00","PJM",61847,70.20,3.34,-1.25
"07/18/2022 06:30:00","WEST",61752,65.61,0.00,0.00
"07/18/2022 06:35:00","CAPITL",61757,67.34,5.23,0.10
"07/18/2022 06:35:00","CENTRL",61754,63.52,1.31,0.00
"07/18/2022 06:35:00","DUNWOD",61760,68.84,6.53,-0.10
"07/18/2022 06:35:00","GENESE",61753,62.65,0.44,0.00
"07/18/2022 06:35:00","H Q",61844,60.35,-1.86,0.00
"07/18/2022 06:35:00","HUD VL",61758,67.76,5.48,-0.08
"07/18/2022 06:35:00","LONGIL",61762,110.12,7.78,-40.14
"07/18/2022 06:35:00","MHK VL",61756,64.94,2.73,0.00
"07/18/2022 06:35:00","MILLWD",61759,68.34,6.03,-0.10
"07/18/2022 06:35:00","N.Y.C.",61761,69.46,7.15,-0.10
"07/18/2022 06:35:00","NORTH",61755,60.16,-2.05,0.00
"07/18/2022 06:35:00","NPX",61845,65.65,3.92,0.48
"07/18/2022 06:35:00","O H",61846,60.72,-1.49,0.00
"07/18/2022 06:35:00","PJM",61847,65.43,3.17,-0.05
"07/18/2022 06:35:00","WEST",61752,62.09,-0.12,0.00
"07/18/2022 06:40:00","CAPITL",61757,67.83,5.27,0.15
"07/18/2022 06:40:00","CENTRL",61754,64.10,1.38,0.00
"07/18/2022 06:40:00","DUNWOD",61760,69.39,6.52,-0.15
"07/18/2022 06:40:00","GENESE",61753,63.16,0.44,0.00
"07/18/2022 06:40:00","H Q",61844,60.90,-1.82,0.00
"07/18/2022 06:40:00","HUD VL",61758,68.29,5.45,-0.12
"07/18/2022 06:40:00","LONGIL",61762,108.55,7.71,-38.12
"07/18/2022 06:40:00","MHK VL",61756,65.47,2.76,0.00
"07/18/2022 06:40:00","MILLWD",61759,68.89,6.02,-0.15
"07/18/2022 06:40:00","N.Y.C.",61761,69.96,7.08,-0.15
"07/18/2022 06:40:00","NORTH",61755,60.65,-2.07,0.00
"07/18/2022 06:40:00","NPX",61845,65.86,3.89,0.75
"07/18/2022 06:40:00","O H",61846,61.28,-1.44,0.00
"07/18/2022 06:40:00","PJM",61847,65.93,3.13,-0.08
"07/18/2022 06:40:00","WEST",61752,62.65,-0.06,0.00
"07/18/2022 06:45:00","CAPITL",61757,75.91,6.20,3.28
"07/18/2022 06:45:00","CENTRL",61754,74.30,1.32,0.00
"07/18/2022 06:45:00","DUNWOD",61760,83.98,7.73,-3.27
"07/18/2022 06:45:00","GENESE",61753,72.91,-0.07,0.00
"07/18/2022 06:45:00","H Q",61844,70.86,-2.12,0.00
"07/18/2022 06:45:00","HUD VL",61758,81.97,6.49,-2.49
"07/18/2022 06:45:00","LONGIL",61762,114.29,9.12,-32.19
"07/18/2022 06:45:00","MHK VL",61756,76.19,3.21,0.00
"07/18/2022 06:45:00","MILLWD",61759,83.41,7.23,-3.20
"07/18/2022 06:45:00","N.Y.C.",61761,84.64,8.39,-3.27
"07/18/2022 06:45:00","NORTH",61755,70.58,-2.41,0.00
"07/18/2022 06:45:00","NPX",61845,61.73,4.74,15.99
"07/18/2022 06:45:00","O H",61846,70.43,-2.56,0.00
"07/18/2022 06:45:00","PJM",61847,78.14,3.43,-1.73
"07/18/2022 06:45:00","WEST",61752,71.96,-1.02,0.00
"07/18/2022 06:50:00","CAPITL",61757,76.36,6.15,3.01
"07/18/2022 06:50:00","CENTRL",61754,74.61,1.39,0.00
"07/18/2022 06:50:00","DUNWOD",61760,83.98,7.76,-3.01
"07/18/2022 06:50:00","GENESE",61753,73.15,-0.07,0.00
"07/18/2022 06:50:00","H Q",61844,71.09,-2.13,0.00
"07/18/2022 06:50:00","HUD VL",61758,81.95,6.44,-2.29
"07/18/2022 06:50:00","LONGIL",61762,110.31,9.15,-27.94
"07/18/2022 06:50:00","MHK VL",61756,76.52,3.30,0.00
"07/18/2022 06:50:00","MILLWD",61759,83.34,7.18,-2.94
"07/18/2022 06:50:00","N.Y.C.",61761,84.65,8.42,-3.01
"07/18/2022 06:50:00","NORTH",61755,70.81,-2.41,0.00
"07/18/2022 06:50:00","NPX",61845,63.21,4.69,14.70
"07/18/2022 06:50:00","O H",61846,70.66,-2.56,0.00
"07/18/2022 06:50:00","PJM",61847,78.33,3.51,-1.59
"07/18/2022 06:50:00","WEST",61752,72.27,-0.95,0.00
"07/18/2022 06:55:00","CAPITL",61757,78.62,6.44,3.62
"07/18/2022 06:55:00","CENTRL",61754,77.23,1.44,0.00
"07/18/2022 06:55:00","DUNWOD",61760,87.44,8.03,-3.61
"07/18/2022 06:55:00","GENESE",61753,75.57,-0.23,0.00
"07/18/2022 06:55:00","H Q",61844,73.60,-2.20,0.00
"07/18/2022 06:55:00","HUD VL",61758,85.29,6.74,-2.75
"07/18/2022 06:55:00","LONGIL",61762,134.94,9.47,-49.67
"07/18/2022 06:55:00","MHK VL",61756,79.13,3.33,0.00
"07/18/2022 06:55:00","MILLWD",61759,86.84,7.51,-3.54
"07/18/2022 06:55:00","N.Y.C.",61761,88.12,8.71,-3.61
"07/18/2022 06:55:00","NORTH",61755,73.30,-2.50,0.00
"07/18/2022 06:55:00","NPX",61845,63.06,4.92,17.66
"07/18/2022 06:55:00","O H",61846,72.84,-2.96,0.00
"07/18/2022 06:55:00","PJM",61847,81.27,3.56,-1.91
"07/18/2022 06:55:00","WEST",61752,74.51,-1.29,0.00
"07/18/2022 07:00:00","CAPITL",61757,80.14,6.46,1.41
"07/18/2022 07:00:00","CENTRL",61754,76.68,1.58,0.00
"07/18/2022 07:00:00","DUNWOD",61760,84.54,7.88,-1.56
"07/18/2022 07:00:00","GENESE",61753,75.17,0.08,0.00
"07/18/2022 07:00:00","H Q",61844,72.85,-2.25,0.00
"07/18/2022 07:00:00","HUD VL",61758,82.89,6.61,-1.18
"07/18/2022 07:00:00","LONGIL",61762,86.36,9.54,-1.72
"07/18/2022 07:00:00","MHK VL",61756,78.48,3.38,0.00
"07/18/2022 07:00:00","MILLWD",61759,83.99,7.36,-1.52
"07/18/2022 07:00:00","N.Y.C.",61761,85.22,8.56,-1.56
"07/18/2022 07:00:00","NORTH",61755,72.47,-2.63,0.00
"07/18/2022 07:00:00","NPX",61845,71.35,4.81,8.56
"07/18/2022 07:00:00","O H",61846,72.55,-2.55,0.00
"07/18/2022 07:00:00","PJM",61847,79.53,3.60,-0.82
"07/18/2022 07:00:00","WEST",61752,74.27,-0.82,0.00
"07/18/2022 07:05:00","CAPITL",61757,82.71,6.68,1.62
"07/18/2022 07:05:00","CENTRL",61754,79.44,1.79,0.00
"07/18/2022 07:05:00","DUNWOD",61760,87.51,8.08,-1.79
"07/18/2022 07:05:00","GENESE",61753,78.27,0.62,0.00
"07/18/2022 07:05:00","H Q",61844,75.25,-2.41,0.00
"07/18/2022 07:05:00","HUD VL",61758,85.75,6.75,-1.35
"07/18/2022 07:05:00","LONGIL",61762,110.24,9.86,-22.72
"07/18/2022 07:05:00","MHK VL",61756,81.15,3.50,0.00
"07/18/2022 07:05:00","MILLWD",61759,86.86,7.46,-1.75
"07/18/2022 07:05:00","N.Y.C.",61761,88.21,8.77,-1.79
"07/18/2022 07:05:00","NORTH",61755,74.86,-2.79,0.00
"07/18/2022 07:05:00","NPX",61845,72.73,4.90,9.82
"07/18/2022 07:05:00","O H",61846,75.79,-1.86,0.00
"07/18/2022 07:05:00","PJM",61847,82.48,3.88,-0.94
"07/18/2022 07:05:00","WEST",61752,77.50,-0.15,0.00
"07/18/2022 07:10:00","CAPITL",61757,82.69,6.74,1.60
"07/18/2022 07:10:00","CENTRL",61754,79.17,1.63,0.00
"07/18/2022 07:10:00","DUNWOD",61760,87.51,8.22,-1.76
"07/18/2022 07:10:00","GENESE",61753,77.62,0.08,0.00
"07/18/2022 07:10:00","H Q",61844,75.22,-2.32,0.00
"07/18/2022 07:10:00","HUD VL",61758,85.77,6.90,-1.32
"07/18/2022 07:10:00","LONGIL",61762,110.63,9.93,-23.15
"07/18/2022 07:10:00","MHK VL",61756,81.04,3.49,0.00
"07/18/2022 07:10:00","MILLWD",61759,86.86,7.60,-1.72
"07/18/2022 07:10:00","N.Y.C.",61761,88.21,8.91,-1.76
"07/18/2022 07:10:00","NORTH",61755,74.91,-2.64,0.00
"07/18/2022 07:10:00","NPX",61845,72.86,4.97,9.65
"07/18/2022 07:10:00","O H",61846,74.91,-2.64,0.00
"07/18/2022 07:10:00","PJM",61847,82.19,3.72,-0.93
"07/18/2022 07:10:00","WEST",61752,76.69,-0.85,0.00
"07/18/2022 07:15:00","CAPITL",61757,91.51,6.40,-12.41
"07/18/2022 07:15:00","CENTRL",61754,74.87,1.38,-0.79
"07/18/2022 07:15:00","DUNWOD",61760,87.65,7.63,-7.32
"07/18/2022 07:15:00","GENESE",61753,72.99,0.29,0.00
"07/18/2022 07:15:00","H Q",61844,70.52,-2.18,0.00
"07/18/2022 07:15:00","HUD VL",61758,85.75,6.40,-6.65
"07/18/2022 07:15:00","LONGIL",61762,106.71,9.23,-24.78
"07/18/2022 07:15:00","MHK VL",61756,75.97,3.27,0.00
"07/18/2022 07:15:00","MILLWD",61759,87.03,7.05,-7.28
"07/18/2022 07:15:00","N.Y.C.",61761,88.23,8.21,-7.32
"07/18/2022 07:15:00","NORTH",61755,69.28,-2.47,0.94
"07/18/2022 07:15:00","NPX",61845,69.50,4.66,7.85
"07/18/2022 07:15:00","O H",61846,70.63,-2.18,-0.12
"07/18/2022 07:15:00","PJM",61847,80.22,3.42,-4.10
"07/18/2022 07:15:00","WEST",61752,72.18,-0.58,-0.06
"07/18/2022 07:20:00","CAPITL",61757,77.29,6.20,1.01
"07/18/2022 07:20:00","CENTRL",61754,73.75,1.66,0.00
"07/18/2022 07:20:00","DUNWOD",61760,80.48,7.28,-1.10
"07/18/2022 07:20:00","GENESE",61753,72.81,0.72,0.00
"07/18/2022 07:20:00","H Q",61844,69.93,-2.16,0.00
"07/18/2022 07:20:00","HUD VL",61758,79.05,6.12,-0.83
"07/18/2022 07:20:00","LONGIL",61762,108.56,8.86,-27.60
"07/18/2022 07:20:00","MHK VL",61756,75.41,3.32,0.00
"07/18/2022 07:20:00","MILLWD",61759,79.95,6.77,-1.08
"07/18/2022 07:20:00","N.Y.C.",61761,81.06,7.86,-1.11
"07/18/2022 07:20:00","NORTH",61755,69.64,-2.45,0.00
"07/18/2022 07:20:00","NPX",61845,70.49,4.47,6.07
"07/18/2022 07:20:00","O H",61846,70.58,-1.52,0.00
"07/18/2022 07:20:00","PJM",61847,76.21,3.53,-0.58
"07/18/2022 07:20:00","WEST",61752,72.17,0.07,0.00
"07/18/2022 07:25:00","CAPITL",61757,86.08,6.90,0.12
"07/18/2022 07:25:00","CENTRL",61754,80.97,1.67,0.00
"07/18/2022 07:25:00","DUNWOD",61760,87.68,8.25,-0.13
"07/18/2022 07:25:00","GENESE",61753,79.86,0.56,0.00
"07/18/2022 07:25:00","H Q",61844,76.93,-2.38,0.00
"07/18/2022 07:25:00","HUD VL",61758,86.38,6.98,-0.10
"07/18/2022 07:25:00","LONGIL",61762,110.34,9.99,-21.05
"07/18/2022 07:25:00","MHK VL",61756,82.96,3.65,0.00
"07/18/2022 07:25:00","MILLWD",61759,87.04,7.61,-0.13
"07/18/2022 07:25:00","N.Y.C.",61761,88.24,8.80,-0.13
"07/18/2022 07:25:00","NORTH",61755,76.61,-2.70,0.00
"07/18/2022 07:25:00","NPX",61845,83.60,5.00,0.70
"07/18/2022 07:25:00","O H",61846,77.24,-2.06,0.00
"07/18/2022 07:25:00","PJM",61847,83.18,3.81,-0.07
"07/18/2022 07:25:00","WEST",61752,78.99,-0.32,0.00
"07/18/2022 07:30:00","CAPITL",61757,57.92,3.65,-11.78
"07/18/2022 07:30:00","CENTRL",61754,43.47,0.98,0.00
"07/18/2022 07:30:00","DUNWOD",61760,88.06,4.25,-41.33
"07/18/2022 07:30:00","GENESE",61753,43.00,0.51,0.00
"07/18/2022 07:30:00","H Q",61844,41.22,-1.27,0.00
"07/18/2022 07:30:00","HUD VL",61758,68.49,3.61,-22.39
"07/18/2022 07:30:00","LONGIL",61762,109.80,5.18,-62.13
"07/18/2022 07:30:00","MHK VL",61756,44.45,1.96,0.00
"07/18/2022 07:30:00","MILLWD",61759,82.81,3.95,-36.37
"07/18/2022 07:30:00","N.Y.C.",61761,87.89,4.42,-40.98
"07/18/2022 07:30:00","NORTH",61755,41.09,-1.40,0.00
"07/18/2022 07:30:00","NPX",61845,67.15,2.59,-22.07
"07/18/2022 07:30:00","O H",61846,41.64,-0.85,0.00
"07/18/2022 07:30:00","PJM",61847,72.20,2.04,-27.67
"07/18/2022 07:30:00","WEST",61752,42.57,0.09,0.00
"07/18/2022 07:35:00","CAPITL",61757,69.00,4.99,-7.31
"07/18/2022 07:35:00","CENTRL",61754,58.00,1.31,0.00
"07/18/2022 07:35:00","DUNWOD",61760,88.07,5.72,-25.65
"07/18/2022 07:35:00","GENESE",61753,57.27,0.57,0.00
"07/18/2022 07:35:00","H Q",61844,55.00,-1.70,0.00
"07/18/2022 07:35:00","HUD VL",61758,75.47,4.88,-13.90
"07/18/2022 07:35:00","LONGIL",61762,109.98,6.97,-46.31
"07/18/2022 07:35:00","MHK VL",61756,59.31,2.61,0.00
"07/18/2022 07:35:00","MILLWD",61759,84.60,5.33,-22.57
"07/18/2022 07:35:00","N.Y.C.",61761,88.20,6.07,-25.43
"07/18/2022 07:35:00","NORTH",61755,54.77,-1.93,0.00
"07/18/2022 07:35:00","NPX",61845,73.86,3.46,-13.70
"07/18/2022 07:35:00","O H",61846,55.45,-1.25,0.00
"07/18/2022 07:35:00","PJM",61847,76.60,2.72,-17.17
"07/18/2022 07:35:00","WEST",61752,56.70,0.00,0.00
"07/18/2022 07:40:00","CAPITL",61757,69.98,5.15,-6.96
"07/18/2022 07:40:00","CENTRL",61754,59.14,1.27,0.00
"07/18/2022 07:40:00","DUNWOD",61760,88.13,5.84,-24.41
"07/18/2022 07:40:00","GENESE",61753,58.39,0.52,0.00
"07/18/2022 07:40:00","H Q",61844,56.14,-1.73,0.00
"07/18/2022 07:40:00","HUD VL",61758,76.08,4.98,-13.23
"07/18/2022 07:40:00","LONGIL",61762,108.41,7.12,-43.42
"07/18/2022 07:40:00","MHK VL",61756,60.54,2.66,0.00
"07/18/2022 07:40:00","MILLWD",61759,84.80,5.44,-21.48
"07/18/2022 07:40:00","N.Y.C.",61761,88.33,6.25,-24.21
"07/18/2022 07:40:00","NORTH",61755,55.90,-1.97,0.00
"07/18/2022 07:40:00","NPX",61845,74.50,3.59,-13.04
"07/18/2022 07:40:00","O H",61846,56.43,-1.44,0.00
"07/18/2022 07:40:00","PJM",61847,76.94,2.72,-16.35
"07/18/2022 07:40:00","WEST",61752,57.76,-0.12,0.00
"07/18/2022 07:45:00","CAPITL",61757,73.60,5.38,-7.75
"07/18/2022 07:45:00","CENTRL",61754,61.86,1.39,0.00
"07/18/2022 07:45:00","DUNWOD",61760,93.77,6.11,-27.20
"07/18/2022 07:45:00","GENESE",61753,61.08,0.60,0.00
"07/18/2022 07:45:00","H Q",61844,58.66,-1.81,0.00
"07/18/2022 07:45:00","HUD VL",61758,80.40,5.20,-14.73
"07/18/2022 07:45:00","LONGIL",61762,108.51,7.44,-40.61
"07/18/2022 07:45:00","MHK VL",61756,63.25,2.78,0.00
"07/18/2022 07:45:00","MILLWD",61759,90.09,5.68,-23.93
"07/18/2022 07:45:00","N.Y.C.",61761,93.97,6.53,-26.96
"07/18/2022 07:45:00","NORTH",61755,58.41,-2.06,0.00
"07/18/2022 07:45:00","NPX",61845,78.68,3.69,-14.52
